CSC,Description,Div,Dept,Class,Size,Retail Price,Item Status,On Spa,Vendor Name,Vendor Code,Division Name,Dept. Name,Class Name
113,360 VODKA HOLIDAY GIFT             750ml,A,AD,ADW,750,13.99,U,No,MCCORMICK DISTILLING COMPANY (000593),593,SPIRITS,VODKA,VODKA - DOMESTIC
131,ARDBEG DARK COVE SCOTCH            750ml,Y,YS,YSA,750,111.18,U,No,MOET HENNESSY USA. (000860),860,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
133,TEQ ROSE HOLIDAY GIFT              750ml,C,CH,CHE,750,20.21,U,No,MCCORMICK DISTILLING COMPANY (000593),593,LIQUEURS - SCHNAPPS - PREMIXED,LIQUEURS,LIQUEURS - FRUIT
138,FRANGELICO WITH 4 SHOT GLASSES     750ml,Y,YG,YGC,750,17.99,D,No,CAMPARI AMERICA (000875),875,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - LIQUEURS
159,JACK DANIELS TENN FIRE W/ 2 SHOT G 750ml,Y,YG,YGA,750,24.99,D,No,BROWN-FORMAN CORPORATION.. (000182),182,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - SPIRITS
294,ESPOLON ANEJO GIFT PACK '16       750 ml,Y,YG,YGA,750,35.36,D,No,CAMPARI AMERICA (000875),875,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - SPIRITS
296,HELLCAT MAGGIE W/SHOT GLASSES      750ml,Y,YG,YGA,750,20.99,D,No,PHILLIPS DISTILLED PRODUCTS (001254),1254,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - SPIRITS
305,STOLI VODKA/ BLOODY MARY MIX HOL 1750 ml,A,AD,ADX,1750,42.99,D,No,STOLI GROUP USA LLC (002108),2108,SPIRITS,VODKA,VODKA - IMPORTED
307,GLENFIDDICH TRIO PK 12/ 15/18      200ml,Y,YG,YGA,200,49.99,D,No,WILLIAM GRANT & SONS INC. (000430),430,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - SPIRITS
361,BAILEYS ORIG W/4 SHOT GLASSES      750ml,Y,YS,YSC,750,25.4,S,No,DIAGEO AMERICAS INC (000440),440,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - LIQUEURS
401,BASIL HAYDEN W/ COPPER SHAKER      750ml,Y,YS,YSA,750,43.45,U,No,JIM BEAM BRANDS CO.. (000620),620,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
402,DISARONNO AMARETTO W/2 GLASSES     750ml,Y,YS,YSC,750,26.41,U,No,DISARONNO INTERNATIONAL LLC,2236,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - LIQUEURS
419,JIM BEAM BLACK W/FLASK'10          750ml,Y,YG,YGA,750,22.02,S,No,JIM BEAM BRANDS CO (000090),90,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - SPIRITS
428,JIM BEAM BLACK W/ GLASSES          750ml,Y,YG,YGA,750,22.99,D,No,JIM BEAM BRANDS CO.. (000620),620,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - SPIRITS
435,JIM BEAM W/BASEBALL CAP'10         750ml,Y,YG,YGA,750,16.45,S,No,JIM BEAM BRANDS CO (000090),90,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - SPIRITS
452,KNOB CREEK BOURBON W/CSTRS'11      750ml,Y,YG,YGA,750,33.5,U,No,JIM BEAM BRANDS CO.. (000620),620,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - SPIRITS
470,JACK DANIELS HOLIDAY W/GLSS        750ml,Y,YG,YGA,750,14.58,D,No,BROWN-FORMAN CORPORATION.. (000182),182,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - SPIRITS
472,JACK DANIELS TN HONEY W/CTN &GLS   750ml,A,AW,AWW,750,23.88,U,No,BROWN-FORMAN CORPORATION.... (000250),250,SPIRITS,WHISKEY,WHISKEY - DOMESTIC
494,GREY GOOSE ORG GLASSPACK          1750ml,A,AD,ADM,1750,62.65,U,No,"BACARDI IMPORTS, INC.. (000071)",71,SPIRITS,VODKA,VODKA - FLAVORED
498,JACK DANIELS EQUITY PKG W/ GLASSES 750ml,Y,YG,YGA,750,26.99,D,No,BROWN-FORMAN CORPORATION.... (000250),250,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - SPIRITS
513,PATRON SILVER W/ MULE MUGS       1750 ml,A,AP,APD,1750,106.99,D,No,Inactive Vendor (000527),527,SPIRITS,TEQUILA,TEQUILA - SILVER
543,KOVAL WHISKEY TRIO GIFT PACK      200 ml,Y,YS,YSA,200,39.99,D,No,KOVAL DISTILLERY(002257),2257,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
643,JOSE CUERVO SILVER W/ CLASSIC MIX  750ml,A,AP,APD,750,18.32,U,No,PROXIMO SPIRITS INC (001742),1742,SPIRITS,TEQUILA,TEQUILA - SILVER
666,ST GEORGE GIN COLLECTION          600 ml,Y,YS,YSA,600,16.31,D,No,ST GEORGE SPIRITS INC / PREPAID (001785),1785,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
678,DEWARS 12 YR GLASS PACK            750ml,Y,YG,YGA,750,37.13,U,No,"BACARDI IMPORTS, INC.. (000071)",71,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - SPIRITS
699,WOODFORD RES W/ GLASSES            750ml,Y,YG,YGA,750,38.99,D,No,BROWN-FORMAN CORPORATION.. (000182),182,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - SPIRITS
721,GLENLIVET NADURRA OLOROSO          750ml,Y,YS,YSA,750,85.99,S,No,PERNOD RICARD USA (000054),54,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
804,JACK DANIELS SINATRA              1000ml,A,AW,AWH,1000,159.99,L,No,BROWN-FORMAN CORPORATION.... (000250),250,SPIRITS,WHISKEY,WHISKEY - BOURBON & TENNESSEE
816,KILCHOMAN MACHIR BAY W/2 TUMBLERS  750ml,Y,YG,YGA,750,66.53,D,No,IMPEX BEVERAGES INC (200229),VC0000200229,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - SPIRITS
866,JOHNNIE WALKER BLUE W/ 2 GLASSES   750ml,Y,YG,YGA,750,249.99,D,No,DIAGEO AMERICAS INC (000440),440,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - SPIRITS
891,GENTLEMAN JACK W/ SHAKER          1750ml,Y,YS,YSA,1750,63.81,U,No,BROWN-FORMAN CORPORATION.... (000250),250,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
954,GLENMORANGIE PRIDE 35 YO          1000ml,Y,YS,YSA,1000,5863.2,U,No,MOET HENNESSY USA. (000860),860,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
962,JACK DANIELS SGL BRLW/GLSS'15      750ml,A,AW,AWW,750,50.52,U,No,BROWN-FORMAN CORPORATION.... (000250),250,SPIRITS,WHISKEY,WHISKEY - DOMESTIC
987,RED STAG BY JIM BEAM W/GLSS'10     750ml,Y,YG,YGA,750,19.49,S,No,JIM BEAM BRANDS CO (000090),90,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - SPIRITS
1021,GLENLIVET 12YR MALT W/GLSS'10      750ml,Y,YG,YGA,750,40.57,S,No,PERNOD RICARD USA (000054),54,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - SPIRITS
1047,BUCHANAN DELUXE 12 YR W/ 2 GLASSES 750ml,Y,YG,YGA,750,41.99,D,No,DIAGEO AMERICAS INC (000440),440,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - SPIRITS
1221,JOHNNIE WALKER BLK 12YR W/GLSS     750ml,Y,YG,YGA,750,42.99,D,No,DIAGEO AMERICAS INC (000440),440,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - SPIRITS
1334,CHOPIN VODKA 25TH ANNIVERSARY VAP  750ml,Y,YG,YGA,750,16.2,D,No,MHW LTD / CHOPIN IMPORTS (001817),1817,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - SPIRITS
1400,CROWN ROYAL W/ GLASSES             750ml,Y,YG,YGA,750,16.74,D,No,DIAGEO AMERICAS INC (000840),840,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - SPIRITS
1418,BRUGAL ANEJO RUM W/SHAKER'10       750ml,Y,YG,YGA,750,17.32,U,No,SHAW ROSS INT'L IMPORTERS LLC(000838),838,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - SPIRITS
1435,PENDLETON 20 YR DIRECTOR'S RESERVE 750ml,A,AW,AWB,750,199.99,L,No,PROXIMO SPIRITS INC (001742),1742,SPIRITS,WHISKEY,WHISKEY - CANADIAN
1437,FORTY CREEK VAP W/ 2 ROCKS GLASSES 750ml,A,AW,AWB,750,22.22,D,No,CAMPARI AMERICA (000875),875,SPIRITS,WHISKEY,WHISKEY - CANADIAN
1475,BOMBAY SAPPHIRE GIN W/GLS'15       750ml,Y,YG,YGA,750,23.37,S,No,"BACARDI IMPORTS, INC.. (000071)",71,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - SPIRITS
1799,CAPTAIN MORGAN ORIGINAL SPICED RUM1750ml,A,AL,ALP,1750,29.99,1,Yes,DIAGEO AMERICAS INC (000440),440,SPIRITS,RUM,RUM - SPICED AND FLAVORED
1876,KETEL ONE W/ 2 GLASSES             750ml,Y,YG,YGA,750,24.99,D,No,DIAGEO AMERICAS INC (000440),440,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - SPIRITS
2229,CHRISTIAN BROS HOLIDAY NOGG        750ml,Y,YG,YGC,750,9.99,D,No,HEAVEN HILL SALES CO. (VC0000201061,VC0000201061,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - LIQUEURS
2834,KAHLUA W COFFEE MUG                750ml,Y,YG,YGC,750,22.99,D,No,PERNOD RICARD USA (000054),54,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - LIQUEURS
2891,AMARULA ORIGINAL CREAM VAP         750ml,Y,YG,YGC,750,17.28,D,No,TERLATO ART./PATERNO IMP LTD(200169),VC0000200169,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - LIQUEURS
2930,DI SARONNO AMARETTO W/GLS-SHKR    750ml,Y,YG,YGC,750,24.54,U,No,DISARONNO INTERNATIONAL LLC,2236,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - LIQUEURS
2959,ABSENTE ABSINTHE W/ GLASS AND SPOO 750ml,Y,YG,YGC,750,23.82,D,No,MHW LTD / CRILLON IMPORTERS (001076),1076,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - LIQUEURS
2982,BARENJAGER LIQUEUR W/MUG'10        750ml,Y,YG,YGC,750,27.94,U,No,MAST-JAGERMEISTER U.S. INC. (000843),843,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - LIQUEURS
3005,CHAMBORD ROYALE LIQ W/GLSS'15 750  750ml,C,CH,CHX,750,35.36,U,No,BROWN-FORMAN CORPORATION.. (000182),182,LIQUEURS - SCHNAPPS - PREMIXED,LIQUEURS,LIQUEURS - IMPORTED
3121,DISARONNO AMARETTO W/ GLASSES      750ml,Y,YG,YGC,750,14.58,D,No,DISARONNO INTERNATIONAL LLC,2236,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - LIQUEURS
3123,JAGERMEISTER LIQ W/STAG POUER'11   750ml,Y,YG,YGC,750,22.38,U,No,MAST-JAGERMEISTER U.S. INC. (000843),843,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - LIQUEURS
3169,LIQUORE STREGA W/GIFT TIN          750ml,Y,YG,YGC,750,33.38,U,No,SHAW ROSS INT'L IMPORTERS LLC(000838),838,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - LIQUEURS
3206,SOBIESKI VODKA W/GLSS'13          1750ml,Y,YG,YGA,1750,20.2,D,No,SAZERAC / 375 PARK AVENUE,VC0000200324,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - SPIRITS
3233,AMARO MONTENEGRO W/GLASS           750ml,Y,YG,YGC,750,21.6,D,No,E & J GALLO WINERY (000360),360,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - LIQUEURS
3273,ZAYA RUM W/2 GLASSES               750ml,A,AL,ALX,750,32.29,U,No,INFINIUM SPIRITS (000967),967,SPIRITS,RUM,RUM - IMPORTED
3345,CAROLAN'S HOLIDAY VAP              750ml,Y,YG,YGC,750,9.18,D,No,HEAVEN HILL SALES CO. (VC0000201061,VC0000201061,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - LIQUEURS
3360,BAILEYS IRISH CREAMW/ MUGS         750ml,C,CH,CHX,750,25.4,U,No,DIAGEO AMERICAS INC (000440),440,LIQUEURS - SCHNAPPS - PREMIXED,LIQUEURS,LIQUEURS - IMPORTED
3396,TEQUILA ROSE VALENTINES GIFT 2023,L,LT,LTS,750,15.99,D,No,MCCORMICK DISTILLING COMPANY (000593),593,LIMITED TIME OFFER,LIMITED OFFERS,SPIRIT OFFER
3662,HERRADURA REPOSADO BUY THE BARREL  750ml,A,AP,APJ,750,69.99,D,No,BROWN-FORMAN CORPORATION.. (000182),182,SPIRITS,TEQUILA,TEQUILA - REPOSADO & ANEJO
3682,SAUZA HORNITOS PLATA W/GLSS'10     750ml,Y,YG,YGA,750,27.58,S,No,JIM BEAM BRANDS CO.. (000620),620,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - SPIRITS
3777,BELVEDERE PURE NIGHT SABER LUMINO 1000ml,L,LA,LAS,1000,44.99,L,No,MOET HENNESSY USA. (000860),860,LIMITED TIME OFFER,ALLOCATED ITEM,ALLOCATED SPIRIT
4000,ABERFELDY 12YR                     750ml,Y,YS,YSE,750,52.99,S,No,"BACARDI IMPORTS, INC.. (000071)",71,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
4001,JOSE CUERVO ESP GOLDW/CLASSIC MARG 750ml,Y,YS,YSA,750,18.32,U,No,PROXIMO SPIRITS INC (001742),1742,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
4006,ABERFELDY SINGLE MALT 21YR         750ml,A,AW,AWS,750,189.7,L,No,"BACARDI IMPORTS, INC.. (000071)",71,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
4043,HORNITOS PLATA W/SHOT GLASS        750ml,Y,YG,YGA,750,29.99,D,No,JIM BEAM BRANDS CO.. (000620),620,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - SPIRITS
4044,HORNITOS REPOSADO W/SHOT GLS       750ml,Y,YG,YGA,750,16.2,D,No,JIM BEAM BRANDS CO.. (000620),620,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - SPIRITS
4046,ABERLOUR A'BUNADH SINGLE MALT      750ml,A,AW,AWS,750,119.99,L,No,PERNOD RICARD USA (000054),54,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
4077,AVIATION GIN W/ MARTINI GLASSES    750ml,Y,YG,YGA,750,31.15,D,No,DAVOS BRANDS(001645),1645,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - SPIRITS
4084,ABERLOUR 12YR SINGLE MALT SCOT     750ml,A,AW,AWS,750,61.99,1,No,PERNOD RICARD USA (000054),54,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
4085,ABERLOUR 16YR SINGLE MALT          750ml,A,AW,AWS,750,139.99,S,No,PERNOD RICARD USA (000054),54,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
4090,ARDBEG CORRYVRECKEN SINGLE MAL     750ml,A,AW,AWS,750,129.99,L,No,MOET HENNESSY USA. (000860),860,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
4096,ARDBEG 10 YR SM SCOTCH             750ml,A,AW,AWS,750,69.99,1,No,MOET HENNESSY USA. (000860),860,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
4111,ARDBEG UIGEADAIL SCOTCH            750ml,A,AW,AWS,750,94.99,L,No,MOET HENNESSY USA. (000860),860,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
4113,HENNESSY PARADIS                   750ml,L,LA,LAW,750,1249.99,L,No,MOET HENNESSY USA. (000860),860,LIMITED TIME OFFER,ALLOCATED ITEM,ALLOCATED WINE
4122,ARDBEG SUPERNOVA                   750ml,Y,YS,YSA,750,179.99,U,No,MOET HENNESSY USA. (000860),860,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
4150,HIPNOTIQ W/GLASSES  2015           750ml,Y,YG,YGC,750,24.99,S,No,HEAVEN HILL SALES CO. (000444),444,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - LIQUEURS
4152,1800 SILVER W/ SHOTGLASSES         750ml,A,AP,APD,750,31.46,U,No,PROXIMO SPIRITS INC (001742),1742,SPIRITS,TEQUILA,TEQUILA - SILVER
4178,AUCHENTOSHAN AMERICAN OAK SNGL MLT 750ml,A,AW,AWS,750,29.99,D,No,JIM BEAM BRANDS CO.. (000620),620,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
4190,AUCHENTOSHAN THREE WOOD SNGLE      750ml,A,AW,AWS,750,84.99,S,No,JIM BEAM BRANDS CO.. (000620),620,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
4193,ARDBEG GROOVES                     750ml,Y,YS,YSA,750,110.14,U,No,MOET HENNESSY USA. (000860),860,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
4199,AUCHENTOSHAN 18YR SINGLE MALT      750ml,Y,YS,YSA,750,140.97,U,No,WHITE ROCK DISTILLERIES INC.,948,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
4226,BALLANTINES FINEST SCOTCH          750ml,A,AW,AWR,750,21.99,D,No,SAZERAC NORTH AMERICA INC. (000096 Owensboro KY),96,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
4232,ARDBEG TWENTY SOMETHING 22 YR      750ml,Y,YS,YSA,750,550.13,U,No,MOET HENNESSY USA. (000860),860,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
4246,ARDBEG WEE BEASTIE                 750ml,A,AW,AWR,750,51.99,L,No,MOET HENNESSY USA. (000860),860,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
4248,ARDBEG ARRRRDBEG COMMITTEE RELEASE 750ml,Y,YS,YSA,750,186.99,U,No,MOET HENNESSY USA. (000860),860,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
4251,ARDBEG SCORCH COMMITTEE RELEASE    750ml,Y,YS,YSA,750,140.99,U,No,MOET HENNESSY USA.. (000869),869,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
4285,BALLANTINES SCOTCH 17YR            750ml,A,AW,AWR,750,94.99,U,No,SAZERAC NORTH AMERICA INC. (000096 Owensboro KY),96,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
4350,BALVENIE STORIES 12YR AMERICAN OAK 750ml,A,AW,AWR,750,77.99,L,No,WILLIAM GRANT & SONS INC. (000430),430,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
4356,BALVENIE DOUBLEWOOD 12 YR SCOTCH   750ml,A,AW,AWS,750,69.99,1,Yes,WILLIAM GRANT & SONS INC. (000430),430,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
4357,BALVENIE DOUBLEWOOD17 YR           750ml,L,LA,LAS,750,154.13,U,No,WILLIAM GRANT & SONS INC. (000430),430,LIMITED TIME OFFER,ALLOCATED ITEM,ALLOCATED SPIRIT
4358,BALVENIE 21 SINGLE BARREL          750ml,A,AW,AWS,750,329.99,L,No,WILLIAM GRANT & SONS INC. (000430),430,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
4360,BALVENIE TUN 1509 BATCH            750ml,Y,YS,YSA,750,429.99,U,No,WILLIAM GRANT & SONS INC. (000430),430,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
4362,ROGUE HAZELNUT RUM                 750ml,Y,YS,YSA,750,38.29,S,No,M & M DISTRIBUTING(000086),86,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
4367,BALVENIE CARIBBEAN CASK 14YR       750ml,A,AW,AWS,750,94.99,L,No,WILLIAM GRANT & SONS INC. (000430),430,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
4381,BALVENIE PORTWOOD CASK 21YR        750ml,A,AW,AWS,750,359.99,L,No,WILLIAM GRANT & SONS INC. (000430),430,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
4395,BALVENIE 30 YR SINGLE BARREL       750ml,L,LA,LAS,750,5199.99,L,No,WILLIAM GRANT & SONS INC. (000430),430,LIMITED TIME OFFER,ALLOCATED ITEM,ALLOCATED SPIRIT
4436,BENROMACH SPEYSIDE SINGLE MALT 10YR750ml,A,AW,AWS,750,59.99,1,No,MHW LTD / CHOPIN IMPORTS (001817),1817,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
4450,BENRIACH SMOKEY 12YR               750ml,A,AW,AWR,750,77.99,L,No,BROWN-FORMAN CORPORATION.. (000182),182,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
4455,ARDBEG FERMUTATION                 750ml,Y,YS,YSA,750,207.99,U,No,MOET HENNESSY USA. (000860),860,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
4459,BALVENIE 16YR FRENCH OAK           750ml,A,AW,AWS,750,179.99,L,No,WILLIAM GRANT & SONS INC. (000430),430,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
4469,ARDBEG HYPERNOVA                   750ml,A,AW,AWS,750,207.99,U,No,MOET HENNESSY USA. (000860),860,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
4475,BRUICHLADDICH PC OLC 2010          750ml,A,AW,AWS,750,129.99,U,No,REMY COINTREAU USA INC (000718),718,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
4476,ARDBEG BIZARREBQ                   750ml,A,AW,AWS,750,84.99,L,No,MOET HENNESSY USA. (000860),860,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
4492,COMPASS BOX NO NAME                750ml,Y,YS,YSA,750,132.03,S,No,MHW LTD / COMPASS BOX (200394),VC0000200394,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
4496,COMPASS BOX PEAT MONSTER           750ml,Y,YS,YSA,750,69.12,S,No,MHW LTD / COMPASS BOX (200394),VC0000200394,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
4499,COMPASS BOX SPICE TREE             750ml,Y,YS,YSA,750,69.13,S,No,MHW LTD / COMPASS BOX (200394),VC0000200394,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
4502,ORPHAN BARREL CASTLE'S CURSE 14YR  750ml,A,AW,AWR,750,174.99,L,No,DIAGEO AMERICAS INC (000840),840,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
4562,BLAIR ATHOL 23 YEAR                750ml,L,LA,LAS,750,449.99,L,No,DIAGEO AMERICAS INC (000840),840,LIMITED TIME OFFER,ALLOCATED ITEM,ALLOCATED SPIRIT
4592,DEWARS ILLEGAL SMOOTH              750ml,Y,YS,YSA,750,22.99,U,No,"BACARDI IMPORTS, INC.. (000071)",71,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
4594,CHIVAS REGAL 13YR MAN UNTD         750ml,Y,YS,YSA,750,44.99,S,No,PERNOD RICARD USA (000054),54,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
4615,CONVALMORE 32 YR SINGLE MALT       750ml,L,LA,LAS,750,1399.99,L,No,DIAGEO AMERICAS INC (000840),840,LIMITED TIME OFFER,ALLOCATED ITEM,ALLOCATED SPIRIT
4624,BUCHANAN DELUXE SCOTCH            375 ml,A,AW,AWR,375,19.99,1,No,DIAGEO AMERICAS INC (000440),440,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
4626,BUCHANANS DELUXE 12YR SCOTCH       750ml,A,AW,AWR,750,41.99,1,No,DIAGEO AMERICAS INC (000440),440,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
4629,BOWMORE 15 YR SINGLEMALT           750ml,Y,YS,YSA,750,124.99,U,No,JIM BEAM BRANDS CO. / SPCL-FRNKFRT (000260),260,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
4636,BOWMORE 12YR SNGL MALT SCOTCH      750ml,A,AW,AWS,750,69.99,1,No,JIM BEAM BRANDS CO.. (000620),620,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
4644,BOWMORE 18YR SINGLE MALT SCOTC     750ml,A,AW,AWS,750,199.99,L,No,JIM BEAM BRANDS CO. / SPCL-FRNKFRT (000260),260,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
4653,BOWMORE 26 YR VINTNERS TRILOGY     750ml,Y,YS,YSA,750,679.99,S,No,JIM BEAM BRANDS CO (000090),90,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
4687,BRUICHLADDICH BLACK ART            750ml,Y,YS,YSA,750,399.99,U,No,REMY COINTREAU USA INC (000718),718,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
4688,BRUICHLADDICH LADDIE10YR           750ml,A,AW,AWS,750,59.42,U,No,REMY COINTREAU USA INC (000718),718,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
