CSC,Description,Div,Dept,Class,Size,Retail Price,Item Status,On Spa,Vendor Name,Vendor Code,Division Name,Dept. Name,Class Name
953978,PATRON GUILLERMO DEL TORO          750ml,A,AP,APJ,750,426.48,L,No,"BACARDI IMPORTS, INC.. (000071)",71,SPIRITS,TEQUILA,TEQUILA - REPOSADO & ANEJO
953982,LOST DISTILLERY GERSTON ARCHVST SCT750ml,Y,YS,YSA,750,66.07,S,No,PARK STREET IMPORTS / LOST DISTILLERY (200236),VC0000200236,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
953984,MTN WEST RUBY HARD CIDER CANS      473ml,G,GL,GLC,473,5.29,1,No,"MOUNTAIN WEST CIDER COMPANY, LLC (002329)",2329,"WINE - FRUIT, CIDER, AND SAKE",CIDER,CIDER - BASIC
953985,MTN WEST COTTONWOOD DRY HOP CANS   473ml,G,GL,GLM,473,5.29,1,No,"MOUNTAIN WEST CIDER COMPANY, LLC (002329)",2329,"WINE - FRUIT, CIDER, AND SAKE",CIDER,CIDER - FLAVORED
953986,GRAND TETON TETON RANGE IPA       355 ml,T,TN,TNF,355,1.62,1,No,M & M DISTRIBUTING(000086),86,BEER,BEER - ALE,ALE - BITTER & ESB
953990,BROCHARD SAUV BLANC CARSIANNES     750ml,Y,YS,YSE,750,17.99,S,No,"CRAFT + ESTATE/WINEBOW, INC (002260)",2260,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
953994,ODELL ST. LUPULIN                  355ml,Y,YS,YST,355,2.29,S,No,GENERAL DISTRIBUTION COMPANY(000348),348,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
953997,FINCA DE ARENTEI ALBARINO          750ml,Y,YS,YSE,750,22.99,U,No,"WINEBOW, INC - P / VINELORE (002283)",2283,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954000,CHATEAU DE EYRINS LA CLOSERIE      750ml,Y,YS,YSE,750,39.18,S,No,MARTINES WINES INC (000586),586,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954008,HITACHINO NEST YUZU LAGER          331ml,Y,YS,YST,331,3.9,S,No,B. UNITED INTERNATIONAL INC (001156),1156,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
954010,TIN CITY POLLY DOLLY ROSE          375ml,Y,YS,YSE,375,4.32,S,No,TIN CITY CIDER CO (200099),VC0000200099,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954011,RUM FIRE                           750ml,Y,YS,YSA,750,41.68,S,No,"SKURNIK, MICHAEL WINES (001333)",1333,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
954012,DONKEY & GOAT TWINKLE RED          750ml,Y,YS,YSE,750,23.36,S,No,DONKEY AND GOAT (001348),1348,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954013,MISTINGUETTE BRUT NV               750ml,Y,YS,YSE,750,11.06,U,No,ECOSUR GROUP LLC DBA ECOVALLEY(001978),1978,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954014,WAHAKA NANCHE                      750ml,Y,YS,YSA,750,123.27,S,No,WILD AGAVE IMPORTS LLC (002122),2122,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
954015,RIEFLE CREMANT D'ALSACE BRUT       750ml,Y,YS,YSE,750,21.55,S,No,MARITIME WINE TRADING COLLECTIVE (002219),2219,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954019,GREAT BASIN BITCHIN BERRY          355ml,Y,YS,YST,355,3.39,U,No,GOLDEN BEVERAGE (000398),398,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
954020,GREAT BASIN DEATHWISH             355 ml,Y,YS,YST,355,1.45,U,No,GOLDEN BEVERAGE (000398),398,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
954028,BROADSIDE MERLOT                   750ml,P,PL,PLF,750,14.99,D,No,WINE HOOLIGANS/SANTA ROSA(002195),2195,WINE - RED TABLE,RED WINE - VARIETAL,RED VARIETAL - MERLOT
954033,CUNHA QUINTA DO MONDEGO RED        750ml,Y,YS,YSE,750,20.06,S,No,ECOSUR GROUP LLC DBA ECOVALLEY(001978),1978,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954034,LOUIS MARTINI CABERNET KEG       19000ml,Y,YS,RRY,19000,313.93,U,No,GENERAL DISTRIBUTION COMPANY(000348),348,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - DSD
954035,STARBOROUGH SAUVIGNON BLANC KEG  19000ml,Y,YS,RRY,19000,276.4,S,No,GENERAL DISTRIBUTION COMPANY(000348),348,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - DSD
954036,WILLIAM HILL CHARDONNAY KEG      19000ml,Y,YS,RRY,19000,285.8,S,No,GENERAL DISTRIBUTION COMPANY(000348),348,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - DSD
954038,LA VALENTINA PECORINO              750ml,Y,YS,YSE,750,17.8,U,No,UVE ENTERPRISES / DALLA TERRA (000041),41,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954041,CITRUS DISTILLERS STRAWBERRY MOJITO355ml,Y,YS,YSA,355,3.31,S,No,CITRUS DISTILLERS LLC (200241),VC0000200241,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
954049,EDSLC LAURENT PERRIER MIXED CASE   750ml,Y,YS,YSE,750,20.99,S,No,LAURENT-PERRIER INC. (001075),1075,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954055,AMETHYSTOS ROSÉ '17                750ml,Y,YS,YSE,750,21.1,S,No,PRESTIGE BEVERAGE GROUP (001706),1706,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954062,VINO REBOREDA MENCIA               750ml,Y,YS,YSE,750,13.17,S,No,SORTING TABLE / EAST(000238),238,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954063,LA MALDITA GARNACHA                750ml,Y,YS,YSE,750,12.86,S,No,GUARACHI WINE PARTNERS (000657),657,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954064,RUTH LEWANDOWSKI MONTEPULCIANONO 20000ml,Y,YS,YSE,20000,387.6,U,No,RUTH LEWANDOWSKI WINES (002057),2057,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954072,SPENCE HOWELL MOUNTAIN CABERNET    750ml,Y,YS,YSE,750,69.05,S,No,"SPENCE VINEYARDS, LLC (200157)",VC0000200157,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954080,VEZZI BARBERA KEG                19000ml,Y,YS,YSE,19000,314.65,S,No,USA WINE WEST/GOTHAM PROJECT (200164),VC0000200164,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954081,VEZZI BIANCO KEG                 19000ml,Y,YS,YSE,19000,299.61,S,No,USA WINE WEST/GOTHAM PROJECT (200164),VC0000200164,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954082,DEL BUONO SANGIOVESE             19000ml,Y,YS,YSE,19000,299.61,S,No,USA WINE WEST/GOTHAM PROJECT (200164),VC0000200164,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954083,CARLETTO PINOT GRIGIO              750ml,Y,YS,YSE,750,12.39,S,No,"AREL GROUP WINE & SPIRITS, INC (002426)",2426,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954089,JESSE JAMES HONEY WHISKEY          750ml,Y,YS,YSE,750,14.64,U,No,LEVECKE CORP (000906),906,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954090,PACO  LOLA ALBARINO                750ml,Y,YS,YSE,750,19.75,S,No,DREYFUS ASHBY INC (000802),802,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954093,CAYMUS PETIT S SUISUN DURIF        750ml,P,PL,PLJ,750,54.99,L,No,CAYMUS VINEYARDS INC/WAGNER(000937),937,WINE - RED TABLE,RED WINE - VARIETAL,"RED VARIETAL - SYRAH, PETITE SIRAH"
954102,MESSMER SEKT ROSE                  750ml,Y,YS,YSE,750,37.3,S,No,"SKURNIK, MICHAEL WINES (001333)",1333,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954103,MESSMER SPATBURGUNDER             1000ml,Y,YS,YSE,1000,21.16,U,No,"SKURNIK, MICHAEL WINES (001333)",1333,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954106,GUIMARO CEPAS VIEJAS BLANCO        750ml,Y,YS,YSE,750,26.87,U,No,JOSE PASTOR SLCTNS / LLAURADOR WINES  (200233),VC0000200233,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954109,MEINKLANG PINOT NOIR               750ml,Y,YS,YSE,750,21.32,S,No,ZRS WINES LLC / ZEV ROVINE (200167),VC0000200167,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954110,UINTA 25TH ANNIVERSARY IMP ALE     650ml,Y,YS,YST,650,9.06,U,No,UINTA BREWING COMPANY,1789,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
954111,VERNAL BREWING BOCK LAGER          355ml,Y,YS,YST,355,2.19,S,No,GOLDEN BEVERAGE (000398),398,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
954113,DOLORES CABRERA ROSADO          75 750ml,Y,YS,YSE,750,19.91,S,No,JOSE PASTOR SLCTNS / LLAURADOR WINES  (200233),VC0000200233,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954114,CAPOSALDO SWEET PEACH MOSCATO      750ml,Y,YS,YSE,750,17.95,S,No,KOBRAND CORPORATION.. (000552),552,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954119,ARIETTA SELECT CASE                750ml,Y,YS,YSE,750,33.15,U,No,ARIETTA WINE (200038),VC0000200038,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954123,MABOROSHI JUNMAI GINJO NAKAO       720ml,Y,YS,YSE,720,35.83,S,No,KOBRAND CORPORATION...(000553),553,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954124,KANBARA ANCIENT TREASURE KOSHU     720ml,Y,YS,YSE,720,84.38,S,No,VINE CONNECTIONS (001227),1227,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954127,REDENTORE REFOSCO'20/21,P,PR,PRK,750,13.99,L,No,BON VIVANT IMPORTS-EAST(001643),1643,WINE - RED TABLE,RED WINE - IMPORTED,ITALIAN RED - MISC DOC
954128,REDENTORE RABOSO                   750ml,Y,YS,YSE,750,14.99,S,No,BON VIVANT IMPORTS-EAST(001643),1643,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954129,ZYME VENETO ROSSO SYRAH 2015       750ml,Y,YS,YSE,750,107.71,S,No,DARK STAR IMPORTS/SCARBOLO (002275),2275,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954130,ZYME VALPOLICELLA REVERIE          750ml,Y,YS,YSE,750,20.53,S,No,DARK STAR IMPORTS/SCARBOLO (002275),2275,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954131,ZYME AMARONE CLASSICO MAGNUM      1500ml,Y,YS,YSE,1500,343.45,S,No,DARK STAR IMPORTS/SCARBOLO (002275),2275,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954132,TIBERIO MONTEPULCIANO D'ABRUZZO '15750ml,Y,YS,YSE,750,18.81,S,No,SORTING TABLE / WEST  (001490),1490,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954146,STAGLIN ROSE 2017                  750ml,Y,YS,YSE,750,7.96,U,No,STAGLIN FAMILY VINEYARD(000512),512,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954152,GAILLARD COTES DU RHONE WHITE      750ml,Y,YS,YSE,750,33.54,S,No,USA WINE WEST LLC / EUROPEAN CELLARS,1520,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954159,BEAUMONT CHENIN BLANC 2017         750ml,Y,YS,YSE,750,17.23,S,No,BROADBENT SELECTIONS INC (002209),2209,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954163,AKASHI REGULAR                     750ml,Y,YS,YSA,750,42.58,S,No,USA WINE WEST/ CRAFT IMPORTS (002067),2067,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
954164,REAL MCCOY RUM 3 YR                750ml,Y,YS,YSA,750,20.13,U,No,INACTIVE ITEMS (ITEMS WITH NO VENDOR),9,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
954169,SALTFIRE CHARLOTTE SOMETIMES      500 ml,T,TN,TNC,500,2.99,D,No,GENERAL DISTRIBUTION COMPANY(000348),348,BEER,BEER - ALE,ALE - PALE
954171,TAKARA SHOCHU                      750ml,Y,YS,YSE,750,18.44,S,No,TAKARA SAKE USA INC (NUMANO) (000630),630,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954172,ZAPUNTEL BRUNELLO DI MONTALCINO  3000 ml,Y,YS,YSE,3000,123.61,S,No,DARK STAR IMPORTS/SCARBOLO (002275),2275,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954173,ZAPUNTEL BRUNELLO DI MONTALCINO  5000 ml,Y,YS,YSE,5000,184.8,S,No,DARK STAR IMPORTS/SCARBOLO (002275),2275,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954175,FUKANO 14 YR SINGLE CASK           750ml,Y,YG,YGA,750,136.1,U,No,IMPEX BEVERAGES INC (200229),VC0000200229,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - SPIRITS
954176,KURAYOSHI PURE MALT                750ml,Y,YS,YSA,750,72.12,U,No,IMPEX BEVERAGES INC (200229),VC0000200229,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
954178,CHAT PRADEAUX BANDOL ROSE'20/21    750ml,M,MP,MPX,750,35.17,L,No,ROSENTHAL WINE MERCHANT (000736),736,WINE - BLUSH & ROSE,ROSE WINE,ROSE WINE - IMPORTED
954186,VINES ON THE MARYCREST MY GEN      750ml,Y,YS,YSE,750,40.05,S,No,VINES ON THE MARYCREST (200250),VC0000200250,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954187,VINES ON THE MARYCREST SUMMERTME   750ml,Y,YS,YSE,750,30.05,S,No,VINES ON THE MARYCREST (200250),VC0000200250,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954188,GHISOLFI BRICCO VISETTE       750M 750ml,Y,YS,YSE,750,94.68,S,No,"QUINTESSENTIAL, LLC (001469)",1469,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954191,SCHLUMBERGER GRAND CRU SAERING     750ml,Y,YS,YSE,750,40.66,S,No,MAISONS MARQUES&DOMAINES USA / WEST (000772),772,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954192,MYLONAS ROSE'23                      750,Y,YS,YSE,750,18.97,S,No,DIAMOND IMPORTERS INC  (001984),1984,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954193,KIRYIANNI PARANGA WHITE            750ml,Y,YS,YSE,750,14.58,U,No,DIAMOND IMPORTERS INC  (001984),1984,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954196,SALTFIRE SUMMER CAMP CRUSH        473 ml,Y,YS,YST,473,4.49,S,No,GENERAL DISTRIBUTION COMPANY(000348),348,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
954197,TAYSON PIERCE ROTHCHILD ROSÉ       750ml,Y,YS,YSE,750,28.82,S,No,TAYSON PIERCE ESTATE WINES (001932),1932,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954198,TAYSON PIERCE CHARD HUDSON VNYRD   750ml,Y,YS,YSE,750,67.56,S,No,TAYSON PIERCE ESTATE WINES (001932),1932,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954199,TAYSON PIERCE CAB  STAGECOACH'16   750ml,Y,YS,YSE,750,119.71,S,No,TAYSON PIERCE ESTATE WINES (001932),1932,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954200,ERIC PHILLIPPE NV EXTRA BRUT LES TR750ml,Y,YS,YSE,750,70.72,S,No,TAYSON PIERCE ESTATE WINES (001932),1932,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954201,ERIC PHILLIPPE ROSÉ BRUT LES TROIS 750ml,Y,YS,YSE,750,90.09,S,No,TAYSON PIERCE ESTATE WINES (001932),1932,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954202,ERIC PHILLIPPE EXTRA BRUT 2012     750ml,Y,YS,YSE,750,131.81,S,No,TAYSON PIERCE ESTATE WINES (001932),1932,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954203,BROC CHENIN BLANC SOLANO           750ml,Y,YS,YSE,750,21.32,U,No,BROC CELLARS (200067),VC0000200067,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954205,BADIA COLTIBUONO CHIANTI CL RSV 09 750ml,Y,YS,YSE,750,56.99,S,No,UVE ENTERPRISES / DALLA TERRA (000041),41,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954206,W SELYEM EASTSIDE ROAD NEIGHBORS PN750ml,Y,YS,YSE,750,128.44,U,No,WILLIAMS & SELYEM WINERY (000428),428,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954208,W SELYEM VISTA VERDE PN 2014       750ml,Y,YS,YSE,750,128.44,U,No,WILLIAMS & SELYEM WINERY (000428),428,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954209,WILLIAMS SELYEM CHARD DRAKE'20/21     75,L,LA,LAW,750,135.22,L,No,WILLIAMS & SELYEM WINERY (000428),428,LIMITED TIME OFFER,ALLOCATED ITEM,ALLOCATED WINE
954210,E PIRA LANGHE NEBBIOLA'21          750ml,Y,YS,YSE,750,50.99,S,No,INDIGENOUS SELECTIONS LLC (002193),2193,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954211,E PIRA BAROLO MOSCONI'17     750ml,Y,YS,YSE,750,115.5,S,No,INDIGENOUS SELECTIONS LLC (002193),2193,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954214,LA SPINETTA BAROLO CAMPE'20      750ml,Y,YS,YSE,750,200.5,S,No,INDIGENOUS SELECTIONS LLC (002193),2193,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954218,ROCCA DEL PRINCIPE FIANO DI AVELINO750ml,Y,YS,YSE,750,23.99,S,No,INDIGENOUS SELECTIONS LLC (002193),2193,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954222,BARBARESCO MARTINENGA 08/09        750ml,Y,YS,YSE,750,76.69,U,No,UVE ENTERPRISES / DALLA TERRA (000041),41,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954225,BADIA A COLTIBUONO CHIANTI RSV 09 750ml,Y,YS,YSE,750,56.99,S,No,UVE ENTERPRISES / DALLA TERRA (000041),41,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954227,DOMAINE MONTBOURGEAU CREMANT JURA  750ml,Y,YS,YSE,750,29.42,U,No,ROSENTHAL WINE MERCHANT (000736),736,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954228,BECHTOLD RIESLING GRD CRU ENGE 17  750ml,Y,YS,YSE,750,39.47,S,No,ROSENTHAL WINE MERCHANT (000736),736,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954230,CHATEAU SOUCHERIE ANJOU BLANCO 16  750ml,Y,YS,YSE,750,21.08,S,No,ROSENTHAL WINE MERCHANT (000736),736,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954232,FIELD RECORDINGS FICTION ROSE      750ml,Y,YS,YSE,750,17.04,S,No,22 HUNDRED CELLARS dba FIELD RECORDINGS WINE,VC0000200105,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954233,LA CLARINE FARM ROSE               750ml,Y,YS,YSE,750,16.97,U,No,LA CLARINE FARM (200161),VC0000200161,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954234,BROC VALDIGUE ROSE PET NAT         750ml,Y,YS,YSE,750,24.1,U,No,BROC CELLARS (200067),VC0000200067,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954237,KIITOS BARREL AGED IMP RED ALE     473ml,Y,YS,YST,473,6.0,U,No,"KIITOS BREWING, LLC (200183)",VC0000200183,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
954238,KIITOS NORTHEAST STYLE  DOUBLE IPA 473ml,Y,YS,YST,473,5.25,U,No,"KIITOS BREWING, LLC (200183)",VC0000200183,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
954239,KIITOS AMERICAN LAGER              473ml,T,TH,THE,473,2.95,1,No,CARLSON DISTRIBUTING COMPANY(000212),212,BEER,BEER - LAGER,LAGER - PILSNER
954240,FROM THE TANK PINOT GRIGIO       3000 ml,Y,YS,YSE,3000,28.74,U,No,USA WINE IMPORTS INC/ JENNY & FRANCOIS (002040),2040,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954241,TIN CITY HOPPED CIDER KEGS       20000ml,Y,YS,YSE,20000,167.53,S,No,TIN CITY CIDER CO (200099),VC0000200099,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954243,MORRA ROERO ARNEIS                 750ml,Y,YS,YSE,750,23.9,S,No,H.MERCER IMPORTS INC (002001),2001,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954248,SMOCKSHOP BAND ALBARINO SPRING EPH 750ml,Y,YS,YSE,750,30.07,S,No,MOSIER LLC dba HIYU WINERY (200252),VC0000200252,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954249,HIYU ARCO IRIS                     750ml,Y,YS,YSE,750,62.4,U,No,MOSIER LLC dba HIYU WINERY (200252),VC0000200252,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954250,MOTHER EARTH BLONDE                355ml,Y,YS,YST,355,1.79,U,No,GENERAL DISTRIBUTION COMPANY(000348),348,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
954251,LACADOR MALBEC                     750ml,Y,YS,YSE,750,9.98,U,No,ARAGOSO CORP (200018),VC0000200018,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954255,ANTINORI CERVARO DELLA SALA        750ml,Y,YS,YSE,750,62.13,S,No,STE MICHELLE WINE ESTATES(000795),795,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954257,LORENZA SPRITZ ROSE CAN           250 ml,I,IP,IPD,250,3.16,D,No,"LORENZA WINE CO, LLC (001947)",1947,WINE - CHAMPAGNE & SPARKLING,SPARKLING BY ORIGIN,SPARKLING WINE - DOMESTIC
954260,GEUZE BOON VAT                     375ml,Y,YS,YST,375,24.99,S,No,GOLDEN BEVERAGE (000398),398,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
954261,MONKS CAFE FLEMISH SOUR CAN       330 ml,Y,YS,YST,330,4.19,S,No,GOLDEN BEVERAGE (000398),398,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
954262,BRASSERIE SILLY SOUR               330ml,Y,YS,YST,330,4.78,S,No,GOLDEN BEVERAGE (000398),398,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
954263,BRASSERIE STUPID SILLY SOUR        750ml,Y,YS,YST,750,18.02,S,No,GOLDEN BEVERAGE (000398),398,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
954264,VARNELLI AMARO DELL ERBORISTA    1000 ml,Y,YS,YSE,1000,61.34,S,No,MHW LTD / TRINITY BEVERAGE GRP(001273),1273,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954267,E&J APPLE BRANDY                   750ml,Y,YS,YSA,750,12.99,S,No,E & J GALLO WINERY (000360),360,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
954268,E&J PEACH BRANDY                   750ml,Y,YS,YSA,750,12.99,S,No,E & J GALLO WINERY (000360),360,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
954269,PIKE ROAD PINOT NOIR               750ml,Y,YS,YSE,750,24.99,S,No,ELK COVE VINEYARDS (000333),333,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
954270,TENUTA PRIMA PIETRA                750ml,Y,YS,YSE,750,73.25,U,No,DARK STAR IMPORTS/SCARBOLO (002275),2275,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
