CSC,UPC
907250,907250
907277,907277
907306,907306
907309,907309
907334,907334
907364,907364
907419,907419
907447,907447
907454,907454
907455,907455
907464,907464
907467,907467
907812,907812
907823,907823
907829,907829
907861,907861
907876,907876
907877,907877
907879,907879
907902,907902
907923,907923
907933,907933
907935,907935
907936,907936
907945,907945
907972,907972
907996,907996
907999,907999
908031,908031
908345,9120209709
908349,908349
908350,908350
908376,908376
908378,908378
908407,908407
908408,908408
908412,908412
908416,908416
908417,908417
908418,908418
908445,908445
908471,908471
908520,908520
908544,908544
908571,908571
908580,908580
908914,908914
908923,908923
908936,908936
908951,908951
908952,908952
908965,908965
908984,908984
908988,908988
909000,909000
909001,909001
909051,909051
909053,9870927525
909059,909059
909066,909066
909071,909071
909079,909079
909093,909093
909289,909289
909317,909317
909333,909333
909340,909340
909355,909355
909360,909360
909361,909361
909373,909373
909382,909382
909384,909384
909386,909386
909428,909428
909435,909435
909436,909436
909442,909442
909451,909451
909454,909454
909662,909662
909670,909670
909674,909674
909679,9792187210
909683,
909691,9215900073
909695,909695
909711,909711
909712,909712
909713,909713
909714,909714
909715,909715
909716,909716
909717,909717
909724,909724
909725,909725
909726,909726
909906,909906
909911,909911
909913,909913
909914,909914
909915,909915
909924,909924
909928,909928
909929,909929
909933,909933
909957,909957
909960,909960
909961,909961
909964,909964
909965,909965
909976,909976
910042,910042
910049,910049
910281,910281
910294,910294
910306,910306
910307,910307
910319,910319
910329,910329
910330,910330
910337,9792197010
910350,910350
910373,910373
910374,910374
910383,910383
910399,910399
910417,910417
910433,910433
910444,910444
910453,910453
910778,9865230004
910786,910786
910789,910789
910802,910802910802
910809,910809
910810,910810
910830,910830
910831,910831
910850,910850
910865,9479909049
910869,9479901074
910872,910872
910873,910873
910880,910880
910909,910909
910933,910933
910945,910945
911172,911172
911173,911173
911179,911179
911181,911181
911188,911188911188
911198,911198
911215,911215
911223,911223
911224,911224
911228,911228
911238,911238
911245,911245
911255,911255911255
911256,911256
911261,911261
911279,911279
911295,911295
911658,911658
911668,9880301963
911672,911672
911677,911677
911692,911692
911697,911697
911699,911699
911726,911726
911727,911727
911772,911772
911816,911816
911849,911849
911873,911873
911874,911874
911876,911876
911877,911877
911879,911879
912116,912116
912122,912122
912130,912130
912162,9479901010
912163,912163
912183,912183
912191,912191
912195,912195
912196,912196
912246,912246
912250,912250
912293,912293
912298,912298
912313,912313
912334,912334
912355,912355
912356,912356
912604,9880312014
912608,912608
912615,912615
912619,912619
912622,912622
912623,912623
912627,912627
912654,912654
912662,912662912662
912669,912669
912676,912676
912681,912681
912685,912685
912688,9870901108
912689,9870908305
912696,912696
912697,912697
912990,912990
912991,912991
912994,912994
912995,912995
912996,912996
912997,912997
913014,913014
913028,913028
913046,913046
913058,913058
913061,913061
913064,913064
913068,913068
913071,913071
913081,913081
913108,913108
913113,913113
913369,913369
913374,913374
913378,913378
913381,913381
913385,913385
913387,913387
913391,913391
913399,913399
913400,913400
913402,913402
913413,9416504009097
913415,913415
913420,913420
913421,913421
913483,913483
913485,9870908500
913490,913490
913667,913667
913680,913680
913684,9242000003
913694,913694
913698,913698
913699,913699
913700,913700
913702,913702
913705,913705
913731,913731
913734,913734
913735,913735
913736,913736
913743,913743
913748,913748
913760,913760
913763,913763
913910,913910
913941,913941
913942,913942
913944,913944
913948,913948
913949,913949
913950,913950
913959,913959
913964,913964
913968,913968
913970,978874913970
913974,913974
913975,913975
913985,913985
913988,913988
913992,913992
913999,913999
914122,9479905018
914123,914123
914131,914131
914133,914133
914134,914134
914148,914148
914154,914154
914162,914162
914164,914164
914169,914169
914172,
914177,914177
914186,914186
914187,914187
914188,914188
914195,914195
914202,914202
914313,914313
914314,914314
914316,914316
914334,914334
914336,914336
914337,9880316156
914345,914345
914355,914355
914370,914370
914373,914373
914376,914376
914402,914402
914407,914407
914423,914423
914430,914430
914432,914432
914433,914433
914552,914552
914553,914553
914555,914555
914559,914559
914573,914573
914579,914579
914585,914585
914589,914589
914592,914592
914597,914597
914601,9268200101
914604,914604
914605,9798522502
914607,914607
914608,914608
914624,9479902070
914649,914649
914748,914748
914761,914761
914762,914762
914763,914763
914765,914765
914772,914772
914789,914789
914795,914795
914816,914816
914819,914819
914826,914826
914827,914827
914829,914829
914836,914836
914837,914837
914838,9316770211029
914839,9316770211623
914930,914930
914944,914944
914949,914949
914951,914951
914952,914952
914954,914954
914959,914959
914966,914966
914968,914968
914974,914974
914975,914975
914979,914979
914983,914983
914984,914984
914996,914996
915001,915001
915005,915005
915129,915129
915130,915130
915132,915132
915133,9316770010127
915135,915135
915137,915137
915138,915138
915142,915142
915152,915152
915158,9870901000
915162,9870920174
915182,915182
915185,915185
915194,915194
915196,915196
915198,915198
915206,915206
915344,915344
915347,915347
915348,9874476543
915349,915349915349
915350,915350
915351,915351
915352,915352
915356,915356
915358,915358
915364,915364
915366,915366
915367,915367
915368,915368
915372,915372
915373,915373
915374,915374
915381,915381
915523,915523
915525,915525
915549,915549
915550,915550
915557,915557
915558,915558
915560,915560
915566,915566
915588,915588
915589,915589
915594,915594
915607,915607
915609,915609
915614,9215900057
915615,915615
915632,915632
915635,915635
915702,915702
915705,915705915705
915708,915708
915710,915710
915711,915711
915712,915712
915713,915713
915714,915714
915715,915715
915718,915718
915724,915724
915727,915727
915734,915734
915741,915741
915743,915743
915748,915748
915754,915754
915863,915863
915872,915872
915873,915873
915875,915875
915876,915876
915879,915879
915887,915887
915888,915888
915889,915889
915890,915890
915892,915892
915894,915894
915900,915900
915905,915905
915908,9787100911
915910,915910
915911,915911
916045,916045
916047,916047
916056,916056
916060,916060
916062,916062
916077,916077
916078,916078
916079,916079
916086,916086
916091,916091
916094,9870905212
916096,916096
916100,916100
916101,916101
916115,916115
916132,916132
916134,916134
916241,9787100996
916246,916246
916247,916247
916248,916248
916250,916250
916252,916252
916260,916260
916261,916261
916262,916262
916266,916266
916267,916267
916271,916271
916272,916272
916275,916275
916283,916283
916289,916289
916292,916292
916416,916416
916427,916427
916429,916429
916430,916430
916431,916431
916433,916433
916434,916434
916440,916440
916441,916441
916442,916442
916443,916443
916460,916460
916470,916470
916479,916479
916480,916480
916486,916486
916497,916497
916599,916599
916601,916601
916603,916603
916604,9794100032
916605,9794100015
916608,916608
916616,916616
916620,916620
916622,916622
916624,916624
916634,916634
916635,916635
916638,9949800017
916639,916639
916641,916641
916642,916642
916643,916643
916726,916726
916729,916729
916732,916732
916733,916733
916734,916734
916736,916736
916737,916737
916738,916738
916742,916742
916750,916750
916751,916751
916759,916759
916761,916761
916762,916762
916763,916763
916769,916769
916773,916773
916881,916881
916882,916882
916883,916883
916887,916887
916888,916888
916894,916894
916897,916897
916900,916900
916906,916906
916911,916911
916912,916912
916920,916920
916921,916921
916925,916925
916939,916939
916940,916940
916941,9754700011
917021,917021
917026,917026
917028,917028
917029,917029
917030,917030
917032,917032
917033,917033
917036,917036
917037,917037
917038,917038
917040,917040
917042,917042
917044,9599100215
917052,917052
917056,917056
917057,917057
917058,917058
917144,917144
917149,9798515804
917156,9870901300
917168,917168
917179,917179
917180,917180
917182,917182
917188,917188
917192,917192
917203,917203
917209,917209
917210,917210
917223,917223
917230,917230
917232,917232
917233,917233
917237,9455600219
917293,917293
917296,917296
917298,9664100208
917299,917299
917304,917304
917309,917309
917310,9870910213
917314,917314
917317,917317
917318,917318
917319,917319
917320,917320
917322,917322
917325,917325
917328,917328
917331,9541200104
917335,917335
917393,917393
917395,917395
917400,9603021485
917401,917401
917403,917403
917405,917405
917407,9215900005
917410,9421901116200
917412,917412
917413,917413
917415,917415
917419,917419
917422,917422
917433,917433
917434,917434
917436,917436
917446,917446
917507,917507
917508,917508
917509,917509
917510,917510
917512,917512
917515,917515
917516,917516
917517,917517
917518,917518
917521,917521
917524,917524
917528,917528
917532,917532
917533,9991100062
917534,917534
917535,917535
917536,917536
917605,917605
917607,917607
917608,917608
917609,917609
917611,917611
917612,917612
917613,917613
917615,917615
917616,917616
917617,917617
917619,9479111351
917624,917624
917625,9754700023
917629,917629
917631,917631
917632,917632
917633,917633
917707,917707
917708,917708
917712,917712
917713,917713
917715,917715
917719,917719
917720,917720
917721,917721
917722,917722
917723,917723
917724,917724
917726,917726
917727,917727
917731,917731
917732,917732
917733,917733
917734,917734
917792,917792
917795,917795
917798,917798
917799,917799
917800,917800
917803,917803
917806,917806
917808,9949800009
917809,917809
917812,917812
917813,917813
917817,917817
917818,917818
917821,9339965006668
917831,917831
917834,9787100034
917835,917835
917899,917899
917901,917901
917902,917902
917904,917904
917908,9392400002
917910,917910
917911,917911
917913,917913
917914,917914
917917,917917
917918,917918
917920,917920
917921,917921
917922,917922
917925,917925
917936,917936
917937,917937
917977,9875600106
917980,9787100353
917983,917983
917985,999061806308
917987,999061805486
917990,917990
917995,917995
917998,917998
918000,918000
918002,918002
918005,918005
918006,918006
918010,918010
918011,918011
918014,918014
918015,918015
918016,918016
918077,918077
918078,9872300114
918079,918079
918083,918083
918084,918084
918085,918085
918089,918089
918090,918090
918092,918092
918094,918094
918095,9798527802
918107,9787101318
918108,9787101314
918109,918109
918110,918110
918111,918111
918114,9792193810
918167,918167
918168,918168
918170,918170
918171,918171
918172,918172
918174,918174
918176,918176
918178,918178
918179,918179
918182,918182
918184,918184
918185,918185
918186,918186
918190,918190
918196,9798515337
918200,918200
918201,918201
918257,918257
918258,918258
918259,918259
918261,918261
918263,918263
918264,918264
918265,918265
918266,918266
918267,918267
918268,918268
918269,918269
918271,918271
918272,918272
918273,918273
918274,918274
918275,918275
918276,918276
918328,918328
918329,9380791008
918332,918332
918334,918334
918335,918335
918336,918336
918337,918337
918339,918339
918340,918340
918343,918343
918344,918344
918346,918346
918348,918348
918349,918349
918352,918352
918353,918353
918356,918356
918432,918432
918435,918435
918436,918436
918437,918437
918438,918438
918439,918439
918441,918441
918442,918442
918443,918443
918446,918446
918453,918453
918454,918454
918456,918456
918459,918459
918461,918461
918462,9357305297
918464,918464
918493,918493
918494,918494
918498,918498
918499,918499
918500,918500
918502,918502
918504,918504
918505,918505
918506,918506
918507,9276444791
918509,918509
918510,918510
918511,918511
918513,918513
918515,918515
918517,9768200287
918518,918518
918557,918557
918558,918558
918560,918560
918564,9500800132
918565,918565
918566,918566
918567,918567
918568,918568
918569,918569
918570,918570
918571,918571
918572,918572
918573,918573
918574,918574
918575,918575
918577,918577
918578,918578
918615,918615
918616,918616
918618,918618
918619,918619
918620,918620
918621,918621
918623,918623
918624,918624
918625,918625
918626,918626
918627,918627
918629,918629
918631,918631
918632,918632
918634,918634
918635,918635
918636,918636
918674,918674
918675,918675
918676,918676
918677,918677
918678,918678
918679,9479905055
918680,918680
918681,918681
918682,918682
918688,918688
918689,918689
918690,918690
918691,918691
918692,918692
918693,918693
918694,918694
918695,918695
918735,918735
918736,918736
918737,918737
918741,918741
918743,oTc-oTo-2022
918745,918745
918746,918746
918747,918747
918748,918748
918749,918749
918750,918750
918752,918752
918753,918753
918754,918754
918755,918755
918757,918757
918758,918758
918796,918796
918798,918798
918799,918799
918800,918800
918801,918801
918802,918802
918803,918803
918804,918804
918805,918805
918807,918807
918808,9768200222
918809,9785300293
918810,918810
918811,918811
918812,918812
918813,918813
918814,918814
918861,918861
918862,918862
918863,918863
918865,918865
918866,918866
918867,918867
918871,918871
918872,918872
918873,918873
918874,918874
918875,918875
918876,918876
918877,918877
918878,918878
918879,918879
918881,918881
918882,918882
918919,918919
918920,918920
918921,918921
918922,918922
918923,918923
918924,918924
918925,918925
918926,918926
918927,918927
918928,918928
918929,918929
918930,918930
918931,918931
918934,918934
918935,918935
918936,918936
918937,918937
918970,918970
918971,918971
918973,918973
918974,918974
918975,918975
918976,918976
918977,918977
918978,918978
918979,918979
918980,918980
918981,918981
918982,918982
918983,9947955095
918984,918984
918985,918985
918986,9649900141
918987,918987
919020,919020
919021,919021
919022,919022
919023,919023
919024,919024
919025,919025
919026,919026
919028,919028
919029,919029
919030,919030
919031,919031
919033,919033
919034,919034
919036,919036
919038,919038
919039,919039
919041,919041
919076,9326838021
919077,919077
919079,919079
919080,919080
919081,919081
919083,9293100016
919084,919084
919085,9661200103
919086,919086
919087,919087
919088,919088
919091,919091
919092,919092
919093,919093
919094,919094
919095,919095
919096,919096
919129,919129
919130,919130
919131,919131
919132,919132
919133,9421019370228
919134,919134
919135,919135
919136,919136
919137,919137
919138,919138
919139,919139
919140,919140
919141,919141
919142,919142
919143,919143
919144,919144
919150,919150
919382,919382
919390,919390
919416,919416
919442,919442
919443,919443
919445,919445
919457,919457
919493,919493
919497,919497
919501,919501
919524,919524
919530,919530
919549,919549
919558,919558
919559,919559
919576,919576
919580,919580
919721,919721
919735,919735
919736,919736
919747,919747
919762,919762
919779,919779
919780,919780
919813,919813
919829,919829
919843,919843
919858,919858
919860,919860
919861,919861
919866,919866
919867,919867
919869,919869
919878,919878
920206,920206
920212,920212
920240,920240
920264,920264
920273,920273
920276,920276
920286,920286
920288,920288
920289,920289
920291,920291
920305,920305
920307,920307
920308,920308
920310,920310
920325,9941902012
920326,920326
920327,920327
920655,920655
920689,920689
920690,920690
920691,920691
920708,920708
920739,920739
920755,920755
920780,920780
920798,920798
920819,920819
920837,920837
920839,920839
920842,920842
920845,9589343552
920855,920855
920877,920877
920897,920897
921196,921196
921197,921197
921200,921200
921201,921201
921202,921202
921203,921203
921204,921204
921205,921205
921206,921206
921208,921208
921209,921209
921210,921210
921211,921211
921212,921212
921213,921213
921214,921214
921215,921215
921369,921369
921373,921373
921391,921391
921402,921402
921405,9579811325
921408,921408
921424,921424
921428,921428
921429,921429
921447,921447
921465,921465
921468,921468
921471,921471
921475,921475
921479,9589384633
921481,921481
921482,921482
921649,921649
921656,921656
921657,921657
921673,921673
921675,9589366289
921676,9589370865
921679,921679
921682,921682
921683,921683
921684,921684
921685,921685
921686,921686
921687,921687
921689,921689
921690,921690
921691,921691
921692,921692
921775,921775
921777,921777
921778,921778
921779,921779
921780,9332061000127
921781,9329549001684
921782,921782
921783,921783
921784,921784
921785,921785
921786,921786
921787,921787
921789,921789
921790,921790
921791,921791
921792,9421901925116
921796,921796
921919,921919
921920,921920
921935,921935
921943,921943
921964,921964
921967,921967
921968,921968
921987,921987
921997,921997
922015,922015
922033,922033
922038,922038
922039,922039
922053,922053
922054,922054
922077,922077
922084,922084
922189,922189
922194,922194
922195,922195
922196,922196
922197,922197
922198,922198
922201,922201
922202,922202
922203,922203
922204,922204
922222,922222
922234,922234
922242,922242
922244,922244
922245,922245
922246,922246
922257,922257
922458,922458
922459,922459
922485,922485
922487,922487
922492,922492
922493,922493
922494,922494
922501,922501
922506,922506
922507,922507
922508,922508
922514,922514
922536,922536
922573,922573
922584,922584
922591,922591
922592,922592
922686,922686
922689,922689
922696,922696
922697,922697
922698,922698
922701,922701
922703,922703
922711,922711
922714,922714
922715,922715
922716,922716
922717,922717
922718,922718
922719,922719
922720,922720
922721,922721
922722,922722
922953,922953
922955,922955
922959,922959
922963,922963
922966,922966
922973,922973
922983,922983
922996,922996
922999,922999
923002,9636300468
923025,923025
923030,923030
923031,923031
923033,923033
923034,923034
923035,923035
923055,923055
923267,923267
923275,923275
923276,923276
923278,923278
923290,923290
923296,923296
923315,923315
923317,923317
923334,923334
923335,923335
923348,923348
923349,923349
923355,923355
923364,923364
923365,923365
923366,923366
923375,923375
923427,923427
923428,923428
923430,923430
923440,923440
923453,923453
923454,923454
923455,923455
923470,923470
923488,923488
923490,923490
923491,923491
923495,923495
923496,923496
923497,923497
923498,923498
923499,923499
923513,923513
923576,923576
923577,923577
923578,923578
923579,923579
923580,923580
923582,923582
923583,923583
923584,923584
923585,923585
923586,923586
923587,923587
923588,923588
923589,923589
923590,923590
923592,923592
923593,923593
923594,923594
923844,923844
923846,923846
923847,923847
923848,923848
923849,923849
923852,923852
923861,923861
923872,923872
923892,923892
923893,923893
923905,923905
923907,923907
923922,923922
923927,923927
923935,923935
923936,923936
923943,923943
924285,924285
924291,924291
924301,924301
924304,924304
924319,924319
924322,924322
924334,924334
924335,924335
924336,924336
924339,924339
924340,924340
924341,924341
924345,924345
924346,924346
924347,924347
924349,924349
924350,924350
924408,924408
924409,9792187020
924410,924410
924411,924411
924433,924433
924437,9764425561
924438,9764427139
924445,
924448,9764487774
924462,924462
924467,9341193202491
924468,9331394002693
924469,9347936000881
924472,924472
924473,9918800109
924474,924474
924475,924475
924792,924792
924802,924802
924813,924813
924814,924814
924817,924817
924818,924818
924819,924819
924820,924820
924821,924821
924822,924822
924823,924823
924824,924824
924825,924825
924827,924827
924828,924828
924840,924840
924865,924865
925208,925208
925238,925238
925244,925244
925245,925245
925269,925269
925270,925270
925271,925271
925272,925272
925273,925273
925274,925274
925275,925275
925276,925276
925277,925277
925278,925278
925279,925279
925280,925280
925309,925309
925386,925386
925387,925387
925401,925401
925402,925402
925403,9386676002
925404,9386653008
925405,925405
925406,925406
925407,925407
925413,925413
925414,925414
925416,925416
925421,925421
925422,925422
925423,925423
925439,925439
925440,925440
925516,925516
925517,925517
925518,925518
925525,925525
925526,925526
925527,925527
925528,925528
925529,925529
925530,925530
925531,925531
925533,925533
925536,925536
925543,925543
925549,925549
925558,925558
925559,925559
925560,
925796,925796
925797,925797
925798,925798
925799,925799
925800,925800
925806,925806
925811,925811
925829,925829
925830,925830
925831,925831
925848,925848
925854,925854
925855,925855
925884,925884
925902,925902
925933,925933
925947,925947
937225,937225
937494,9479901120
937503,9479902112
937505,9479902114
937614,937614
937724,937724
937824,937824
937844,937844
938812,938812
939014,939014
939974,939974
940066,940066
940094,9479905003
940104,9479904004
940114,9479904001
940124,9479908004
940285,9955200106
945524,945524
945540,945540
945604,9754615289
945724,9754618200
945734,945734
945792,9754610400
946084,946084
946237,946237
946242,946242
946405,946405
946464,946464
946642,
946647,946647
946648,946648
946649,946649
946658,946658
946673,946673
946881,946881
946900,946900
946907,946907
946919,946919
946931,946931
946938,946938
946948,946948
946950,946950
946951,946951
946952,946952
946953,946953
946954,946954946954
946973,946973
946979,946979
946982,946982
946985,946985
946988,946988
947184,947184
947185,
947196,9920100006
947201,947201
947205,947205
947224,947224
947227,947227
947232,947232
947265,947265
947269,947269
947280,947280
947287,9920100004
947293,947293
947294,947294
947295,947295
947317,947317
947338,947338
947570,947570
947582,947582
947585,947585
947588,947588
947590,947590
947593,947593
947596,947596
947597,947597
947615,947615
947617,947617
947622,947622
947624,947624
947630,947630
947643,947643
947646,947646
947694,947694
947696,947696
947889,947889
947893,947893
947904,947904
947907,947907
947910,947910
947911,947911
947913,947913
947921,947921
947922,947922
947928,947928
947929,947929
947930,947930
947935,947935
947937,947937
947938,947938
947940,947940
947973,947973
948195,948195
948241,948241
948247,948247
948256,948256
948257,948257
948259,948259
948268,948268
948285,948285
948288,948288
948295,948295
948308,948308
948325,948325
948327,948327
948368,948368
948370,948370
948380,948380
948432,948432
948671,948671
948674,948674
948675,948675
948677,948677
948698,948698
948699,948699
948705,948705
948716,948716
948721,948721
948724,948724
948734,9898100004
948736,948736
948737,948737
948750,948750
948763,948763
948771,948771
948784,948784
949043,949043
949050,949050
949065,949065
949066,949066
949071,949071
949073,949073
949075,949075
949078,949078
949085,949085
949087,949087
949127,949127
949128,949128
949141,949141
949158,949158
949161,949161
949177,949177
949210,949210
949357,949357
949365,949365
949367,949367
949369,949369
949370,949370
949378,949378
949383,949383
949387,949387
949388,949388
949393,949393
949400,949400
949401,949401
949404,949404
949405,949405
949429,949429
949442,9768200297
949443,949443
949550,949550
949557,949557
949575,949575
949599,949599
949606,949606
949607,949607
949610,949610
949640,949640
949643,9589304179
949644,949644
949645,949645
949646,949646
949647,949647
949652,949652
949668,949668
949669,949669
949670,949670
949846,949846
949847,949847
949848,949848
949877,949877
949889,949889
949890,949890
949891,949891
949892,949892
949893,949893
949894,949894
949904,949904
949907,9870930050
949927,949927
949931,949931
949939,949939
949946,949946
949948,949948
950083,950083
950085,950085
950093,950093
950094,950094
950096,950096
950115,950115
950128,950128
950133,950133
950144,950144
950145,950145
950176,950176
950180,950180
950189,950189
950199,950199
950203,950203
950204,950204
950209,950209
950336,950336
950337,950337
950340,950340
950363,950363
950365,950365
950366,950366
950368,950368
950370,950370
950386,950386
950400,950400
950426,950426
950429,950429
950431,99670010108
950432,950432
950435,950435
950437,950437
950445,950445
950555,950555
950556,950556
950561,950561
950566,
950568,950568
950577,950577
950579,950579
950590,950590
950597,950597
950609,950609
950620,950620
950622,950622
950645,950645
950652,950652
950655,950655
950659,950659
950667,
950831,950831
950833,950833
950839,950839
950843,950843
950851,950851
950855,950855
950860,950860
950869,950869
950908,9752100021
950909,950909
950916,950916
950920,950920
950925,
950961,950961
950962,950962
950964,950964
950966,950966
951125,951125
951126,951126
951127,951127
951131,
951136,951136
951143,951143
951154,951154
951156,951156
951164,951164
951171,951171
951172,951172
951173,951173
951174,951174
951175,951175
951183,951183
951187,951187
951188,951188
951289,951289
951292,951292
951302,951302
951303,951303
951309,951309
951311,951311
951315,951315
951318,951318
951326,951326
951331,951331
951339,951339
951341,951341
951360,951360
951361,9552115142
951365,9552115185
951369,951369
951370,951370
951565,
951581,951581
951588,951588
951589,951589
951604,951604
951610,951610
951612,951612
951613,951613
951614,951614
951631,951631
951635,951635
951636,951636
951648,951648
951649,951649
951652,951652
951655,951655
951663,951663
951822,951822
951823,951823
951840,
951861,951861
951862,951862
951872,951872
951886,9792187710
951890,951890
951901,951901
951906,951906
951936,951936
951939,951939
951942,951942
951943,951943
951953,951953
951957,951957
951965,951965
952106,952106
952109,952109
952110,952110
952111,952111
952112,952112
952113,952113
952114,952114
952125,952125
952127,952127
952128,952128
952133,952133
952138,952138
952158,952158
952174,952174
952179,952179
952185,952185
952200,952200
952363,952363
952364,952364
952370,952370
952393,952393
952397,952397
952398,952398
952401,952401
952402,952402
952406,952406
952407,952407
952420,952420
952434,9798515625
952440,952440
952442,952442
952445,952445
952447,952447
952457,952457
952599,952599
952601,952601
952602,952602
952605,952605
952606,952606
952617,952617
952627,952627
952640,952640
952644,952644
952652,952652
952654,952654
952656,952656
952658,952658
952663,952663
952664,952664
952665,952665
952666,952666
952822,952822
952845,952845
952846,952846
952847,952847
952848,952848
952857,952857
952874,952874
952875,952875
952892,952892
952895,
952897,952897
952900,952900
952902,952902
952904,952904
952909,952909
952916,952916
952918,952918
953047,953047
953048,953048
953058,953058
953059,953059
953063,953063
953064,953064
953111,953111
953123,953123
953125,953125
953126,953126
953135,953135
953136,953136
953137,953137
953138,953138
953139,953139
953140,953140
953141,953141
953275,953275
953277,953277
953285,953285
953287,953287
953288,953288
953290,953290
953298,953298
953301,953301
953320,953320
953321,953321
953322,953322
953324,953324
953327,953327
953328,953328
953329,953329
953346,953346
953352,953352
953509,953509
953510,953510
953511,953511
953513,
953529,953529
953530,953530
953537,953537
953538,953538
953542,953542
953547,953547
953555,953555
953558,953558
953568,953568
953577,953577
953582,953582
953590,953590
953615,953615
953718,953718
953725,953725
953726,953726
953732,953732
953749,953749
953755,953755
953768,953768
953776,953776
953787,953787
953792,953792
953794,953794
953804,953804
953815,953815
953816,953816
953821,953821
953822,953822
953823,953823
953932,953932
953938,953938
953945,953945
953958,953958
953959,953959
953960,953960
953972,953972
953973,953973
953978,953978
953984,953984
953985,953985
953986,953986
953997,953997
954028,954028
954038,954038
954064,954064
954075,
954239,954239
954240,954240
954249,954249
954257,954257
954265,954265
954270,954270
954292,954292
954297,954297
954301,954301
954302,954302
954303,954303
954304,954304
954315,954315
954316,954316
954331,954331
954337,954337
954340,954340
954492,954492
954513,954513
954530,954530
954560,954560
954561,954561
954562,954562
954571,954571
954582,954582
954586,954586
954587,954587
954591,954591
954595,954595
954597,954597
954598,954598
954599,954599
954601,954601
954618,954618
954818,954818
954819,954819
954820,954820
954822,954822
954831,954831
954841,954841
954853,954853
954875,954875
954878,954878
954881,954881
954883,954883
954887,954887
954893,954893
954894,954894
954895,954895
954912,954912
954915,954915
955083,955083
955093,955093
955098,955098
955099,955099
955121,955121
955136,955136
955139,955139
955140,955140
955150,955150
955156,955156
955160,955160
955166,955166
955167,955167
955169,955169
955186,955186
955187,955187
955188,955188
955236,955236
955237,955237
955238,955238
955239,955239
955240,955240
955241,955241
955249,955249
955250,955250
955252,955252
955256,955256
955262,955262
955285,955285
955286,955286
955287,955287
955292,955292
955293,955293
955294,955294
955358,955358
955359,955359
955363,955363
955365,955365
955366,955366
955367,955367
955386,955386
955387,955387
955398,955398
955401,955401
955405,955405
955408,955408
955409,955409
955420,955420
955421,955421
955430,955430
955438,955438
955631,955631
955633,955633
955652,955652
955657,955657
955658,955658
955659,955659
955674,955674
955675,955675
955676,955676
955677,955677
955679,955679
955681,955681
955682,955682
955685,955685
955688,955688
955690,955690
955694,955694
963324,963324
963664,963664
963945,963945
963964,963964
964484,964484
964504,964504
964624,964624
964834,964834
966134,966134
966147,966147
966234,9870927450
966297,966297
966334,966334
966454,966454
966474,9870943300
966874,966874
966939,966939
977374,977374
978094,978094
978183,978183
978197,978197978197
978234,978234
978414,978414
978484,978484
978563,978563
978714,978714
978813,978813
978984,978984
979305,979305
979637,979637
979639,979639
979904,979904
979905,979905
979934,979934
988354,988354
988547,988547
988561,988561
988795,988795
989012,989012
989013,989013
989019,989019
989024,989024
989025,989025
989027,989027
989033,989033
989034,989034
989042,989042
989043,989043
989047,989047
989054,989054
989064,989064
989221,989221
989228,989228
989229,989229
989235,989235
989237,989237
989240,989240
989241,989241
989248,989248
989253,989253
989261,989261
989269,989269
989272,989272
989273,989273
989279,989279
989280,989280
989282,989282
989283,989283
989368,989368
989369,989369
989372,989372
989373,989373
989379,989379
989380,989380
989381,989381
989383,989383
989388,989388
989389,989389
989390,989390
989391,989391
989392,989392
989393,989393
989394,989394
989395,989395
989396,989396
989451,989451
989452,989452
989455,989455
989457,989457
989458,989458
989461,989461
989462,989462
989465,989465
989466,989466
989468,989468
989471,989471
989473,989473
989510,989510
989512,989512
989534,989534
989538,989538
989664,989664
